UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	8
0	2
0	0
0	0
0	0
0	13
0	8
0	0
11	1
0	0
4	0
0	0
0	0
0	1
0	0
1	0
0	0
0	0
0	0
0	0
0	0
8	1
0	0
1	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	4
0	0
1	0
0	0
0	0
0	0
0	14
3	0
0	0
0	0
15	0
7	0
0	0
0	0
8	0
6	0
0	13
0	0
0	2
0	0
0	0
0	2
0	0
0	0
0	0
3	0
2	0
0	0
0	0
0	0
0	0
0	0
9	0
20	0
10	0
0	0
0	0
0	0
2	0
0	0
0	0
3	0
0	0
0	0
0	0
10	0
0	0
8	0
4	0
5	0
11	0
3	0
0	0
10	0
14	0
0	0
6	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	14
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	8
0	0
0	0
8	0
0	0
11	0
7	0
1	0
0	0
0	0
0	0
6	0
0	8
0	1
0	0
0	0
0	0
0	0
0	0
0	14
0	0
15	0
11	0
0	14
0	0
7	10
38	18
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
15	3
0	0
0	4
0	25
28	12
0	0
0	0
0	6
0	7
8	0
1	27
10	25
36	13
0	0
0	27
0	3
0	0
0	0
0	0
0	0
0	0
0	4
0	4
18	18
31	19
0	7
0	0
0	18
0	2
3	0
0	0
0	0
5	0
4	0
3	0
3	0
0	0
2	0
12	1
0	0
0	0
0	0
0	0
5	0
0	0
2	0
0	0
0	0
9	0
0	0
0	0
20	0
5	0
1	0
0	0
0	4
0	0
0	0
0	3
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	21
0	0
0	5
0	5
5	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	8
0	0
0	0
0	0
0	5
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
8	0
0	0
14	0
0	0
0	0
0	0
0	0
0	0
0	0
15	9
0	0
0	0
8	0
3	0
0	0
0	0
0	10
6	0
0	0
0	7
0	2
0	26
3	12
0	12
0	0
0	0
0	0
0	0
0	0
0	0
6	5
0	0
0	0
0	4
0	0
0	7
0	0
0	0
0	0
0	0
0	21
